from,to,relation,weight,type
MaMi,AlBo,family,1,member
MaMi,GaFi,family,1,member
MaMi,BiMa,family,2,member
Pici,BO,family,1,clan
GiBo,BO,family,1,clan
AlBo,BO,family,1,clan
GaFi,BO,family,1,clan
BiMa,BO,family,1,clan
MaMi,BO,family,1,clan
BO,Pici,family,1,clan
BO,GiBo,family,1,clan
BO,AlBo,family,1,clan
BO,GaFi,family,1,clan
BO,BiMa,family,1,clan
BO,MaMi,family,1,clan
